name,handle,public_date,raw_body,body_text,summary_text,sources,industry_ids,,,
james rosen,@JamesRosenTV,10-Jan-18,"<div class=""info-body"">
<p>Publicly reported
              January 10, 2018</p>
<p>Multiple women have reported that he made unwanted advances toward them. He has left Fox News.</p>
</div>","Publicly reported.        January 10, 2018. Multiple women have reported that he made unwanted advances toward them. He has left Fox News.",Multiple women have reported that he made unwanted advances toward them. He has left Fox News,['https://www.npr.org/2018/01/10/577093288/top-fox-news-d-c-reporter-james-rosen-left-network-after-harassment-claims'],media,,,
kevin braun,@KB4KS,5-Jan-18,"<div class=""info-body"">
<p>Publicly reported
              January  5, 2018</p>
<p>He has been placed on leave to complete treatment for inappropriate behavior, including sexual harassment.</p>
</div>","Publicly reported.        January 5, 2018. He has been placed on leave to complete treatment for inappropriate behavior, including sexual harassment.","He has been placed on leave to complete treatment for inappropriate behavior, including sexual harassment",['https://www.eenews.net/eep/announcements'],media,,,
steve butts,,3-Jan-18,"<div class=""info-body"">
<p>Publicly reported
              January  3, 2018</p>
<p>An employee has reported that he committed sexual harassment, and a former employee says he mishandled her report of sexual harassment by another co-worker. He has been fired.</p>
</div>","Publicly reported.        January 3, 2018. An employee has reported that he committed sexual harassment, and a former employee says he mishandled her report of sexual harassment by another co-worker. He has been fired.","An employee has reported that he committed sexual harassment, and a former employee says he mishandled her report of sexual harassment by another co-worker. He has been fired",['https://kotaku.com/ign-fires-editor-in-chief-for-alleged-misconduct-1821747243?utm_campaign=Socialflow_Kotaku_Twitter&utm_source=Kotaku_Twitter&utm_medium=Socialflow'],media,,,
adrian carrasquillo,@Carrasquillo,27-Dec-17,"<div class=""info-body"">
<p>Publicly reported
              December 27, 2017</p>
<p>A co-worker reported receiving an inappropriate message from him. He has been fired.</p>
</div>","Publicly reported.        December 27, 2017. A co-worker reported receiving an inappropriate message from him. He has been fired.",A co-worker reported receiving an inappropriate message from him. He has been fired,"['http://www.businessinsider.com/buzzfeed-fires-white-house-correspondent-adrian-carrasquillo-following-harassment-claims-2017-12', 'https://www.huffingtonpost.com/entry/buzzfeed-adrian-carrasquillo-fired_us_5a449eaae4b06d1621b6ded5']",media,,,
andrew creighton,,23-Dec-17,"<div class=""info-body"">
<p>Publicly reported
              December 23, 2017</p>
<p>A woman said she was fired after she turned down a sexual relationship with him. He has been placed on leave.</p>
</div>","Publicly reported.        December 23, 2017. A woman said she was fired after she turned down a sexual relationship with him. He has been placed on leave.",A woman said she was fired after she turned down a sexual relationship with him. He has been placed on leave,"['https://www.nytimes.com/2017/12/23/business/media/vice-sexual-harassment.html?_r=0', 'https://www.nytimes.com/2018/01/02/business/vice-media-executives-on-leave.html?_r=0']",media,,,
mike germano,@mikegermano,23-Dec-17,"<div class=""info-body"">
<p>Publicly reported
              December 23, 2017</p>
<p>Two women have reported that he made inappropriate comments or touched them inappropriately. He has been fired.</p>
</div>","Publicly reported.        December 23, 2017. Two women have reported that he made inappropriate comments or touched them inappropriately. He has been fired.",Two women have reported that he made inappropriate comments or touched them inappropriately. He has been fired,"['https://www.nytimes.com/2017/12/23/business/media/vice-sexual-harassment.html?_r=0', 'https://www.nytimes.com/2018/01/02/business/vice-media-executives-on-leave.html?_r=0', 'https://www.thewrap.com/vice-media-fires-chief-digital-officer-mike-germano-sexual-misconduct-accusations-exclusive/']",media,,,
rhys james,@rhysjamesy,23-Dec-17,"<div class=""info-body"">
<p>Publicly reported
              December 23, 2017</p>
<p>A woman reported that he made racist and sexist comments to her. He has been placed on leave.</p>
</div>","Publicly reported.        December 23, 2017. A woman reported that he made racist and sexist comments to her. He has been placed on leave.",A woman reported that he made racist and sexist comments to her. He has been placed on leave,['https://www.nytimes.com/2017/12/23/business/media/vice-sexual-harassment.html?_r=0'],media,,,
jason mojica,@elmodernisto,23-Dec-17,"<div class=""info-body"">
<p>Publicly reported
              December 23, 2017</p>
<p>Multiple women have reported that he subjected them to unwanted touching or advances, or retaliated after a sexual relationship. He has been fired.</p>
</div>","Publicly reported.        December 23, 2017. Multiple women have reported that he subjected them to unwanted touching or advances, or retaliated after a sexual relationship. He has been fired.","Multiple women have reported that he subjected them to unwanted touching or advances, or retaliated after a sexual relationship. He has been fired",['https://www.nytimes.com/2017/12/23/business/media/vice-sexual-harassment.html?_r=0'],media,,,
don hazen,,21-Dec-17,"<div class=""info-body"">
<p>Publicly reported
              December 21, 2017</p>
<p>Multiple women say he sexually harassed them. He has resigned.</p>
</div>","Publicly reported.        December 21, 2017. Multiple women say he sexually harassed them. He has resigned.",Multiple women say he sexually harassed them. He has resigned,"['https://www.buzzfeed.com/coralewis/don-hazen?utm_term=.prwXAXGVm&bftwnews#.sbX2J2Lqm', 'https://www.buzzfeed.com/salvadorhernandez/left-leaning-media-executive-resigns-after-six-women?utm_term=.xyMwBwRPo#.jmnP1PNaM']",media,,,
leonard lopate,@lopateatlarge,21-Dec-17,"<div class=""info-body"">
<p>Publicly reported
              December 21, 2017</p>
<p>Multiple people say he made inappopriate comments or sexually harassed them. He has been fired.</p>
</div>","Publicly reported.        December 21, 2017. Multiple people say he made inappopriate comments or sexually harassed them. He has been fired.",Multiple people say he made inappopriate comments or sexually harassed them. He has been fired,['https://www.wnyc.org/story/new-york-public-radio-fires-hosts-lopate-schwartz/'],media,,,
jonathan schwartz,@JSchwartzNYC,21-Dec-17,"<div class=""info-body"">
<p>Publicly reported
              December 21, 2017</p>
<p>Two women say he made inappopriate comments to them, and one of them says he also touched her in an unwelcome way. He has been fired.</p>
</div>","Publicly reported.        December 21, 2017. Two women say he made inappopriate comments to them, and one of them says he also touched her in an unwelcome way. He has been fired.","Two women say he made inappopriate comments to them, and one of them says he also touched her in an unwelcome way. He has been fired",['https://www.wnyc.org/story/new-york-public-radio-fires-hosts-lopate-schwartz/'],media,,,
tavis smiley,@tavissmiley,13-Dec-17,"<div class=""info-body"">
<p>Publicly reported
              December 13, 2017</p>
<p>Multiple people have said he had sexual relationships with subordinates and created an abusive and threatening environment. His show has been suspended.</p>
</div>","Publicly reported.        December 13, 2017. Multiple people have said he had sexual relationships with subordinates and created an abusive and threatening environment. His show has been suspended.",Multiple people have said he had sexual relationships with subordinates and created an abusive and threatening environment. His show has been suspended,['http://variety.com/2017/tv/news/tavis-smiley-pbs-1202639424/'],media,,,
ryan lizza,@RyanLizza,11-Dec-17,"<div class=""info-body"">
<p>Publicly reported
              December 11, 2017</p>
<p>A woman has said he engaged in sexual misconduct. He has been fired by the New Yorker.</p>
</div>","Publicly reported.        December 11, 2017. A woman has said he engaged in sexual misconduct. He has been fired by the New Yorker.",A woman has said he engaged in sexual misconduct. He has been fired by the New Yorker,"['https://www.nytimes.com/2017/12/11/business/ryan-lizza-sexual-misconduct.html?_r=0', 'https://twitter.com/WigdorLaw/status/940348070977589248']",media,,,
marshall faulk,@marshallfaulk,11-Dec-17,"<div class=""info-body"">
<p>Publicly reported
              December 11, 2017</p>
<p>A woman has reported that he sexually harassed her. He has been suspended by the NFL Network.</p>
</div>","Publicly reported.        December 11, 2017. A woman has reported that he sexually harassed her. He has been suspended by the NFL Network.",A woman has reported that he sexually harassed her. He has been suspended by the NFL Network,['https://www.bloomberg.com/news/articles/2017-12-12/nfl-harassment-suit-alleges-groping-by-top-executive-ex-players'],media,,,
ike taylor,@Ike_SwagginU,11-Dec-17,"<div class=""info-body"">
<p>Publicly reported
              December 11, 2017</p>
<p>A woman has reported that he sexually harassed her. He has been suspended by the NFL Network.</p>
</div>","Publicly reported.        December 11, 2017. A woman has reported that he sexually harassed her. He has been suspended by the NFL Network.",A woman has reported that he sexually harassed her. He has been suspended by the NFL Network,['https://www.bloomberg.com/news/articles/2017-12-12/nfl-harassment-suit-alleges-groping-by-top-executive-ex-players'],media,,,
heath evans,@HeathEvans44,11-Dec-17,"<div class=""info-body"">
<p>Publicly reported
              December 11, 2017</p>
<p>A woman has reported that he sexually harassed her. He has been suspended by the NFL Network.</p>
</div>","Publicly reported.        December 11, 2017. A woman has reported that he sexually harassed her. He has been suspended by the NFL Network.",A woman has reported that he sexually harassed her. He has been suspended by the NFL Network,['https://www.bloomberg.com/news/articles/2017-12-12/nfl-harassment-suit-alleges-groping-by-top-executive-ex-players'],media,,,
eric weinberger,@ericweinberger,11-Dec-17,"<div class=""info-body"">
<p>Publicly reported
              December 11, 2017</p>
<p>A woman has reported that he sexually harassed her. He has been suspended by the Ringer.</p>
</div>","Publicly reported.        December 11, 2017. A woman has reported that he sexually harassed her. He has been suspended by the Ringer.",A woman has reported that he sexually harassed her. He has been suspended by the Ringer,['https://www.bloomberg.com/news/articles/2017-12-12/nfl-harassment-suit-alleges-groping-by-top-executive-ex-players'],media,,,
